A B eAA eBB eAB rAA rBB rAB fB logRc W group
L J 1.000000 1.000000 2.250000 1.000000 0.950000 0.975000 0.60 -3.523000 0.485333 2 
L J 1.000000 1.000000 2.500000 1.000000 0.950000 0.975000 0.60 -3.435000 0.516404 2 
L J 1.000000 1.000000 3.000000 1.000000 0.950000 0.975000 0.60 -4.253000 0.516856 2 
L J 1.000000 1.000000 3.500000 1.000000 0.950000 0.975000 0.60 -4.173000 0.529401 2 
L J 1.000000 1.000000 4.000000 1.000000 0.950000 0.975000 0.60 -4.680000 0.546779 2 
L J 1.000000 1.000000 4.500000 1.000000 0.950000 0.975000 0.60 -4.660000 0.544694 2 
L J 1.000000 1.000000 5.000000 1.000000 0.950000 0.975000 0.60 -5.091000 0.564703 2 
L J 1.000000 0.800000 2.000000 1.000000 0.950000 0.975000 0.60 -4.261000 0.525046 2 
L J 1.000000 0.800000 2.250000 1.000000 0.950000 0.975000 0.60 -4.117000 0.527200 2 
L J 1.000000 0.800000 2.750000 1.000000 0.950000 0.975000 0.60 -4.940000 0.547075 2 
L J 1.000000 0.800000 3.250000 1.000000 0.950000 0.975000 0.60 -4.930000 0.549341 2 
L J 1.000000 0.800000 3.750000 1.000000 0.950000 0.975000 0.60 -4.660000 0.541612 2 
L J 1.000000 0.800000 4.250000 1.000000 0.950000 0.975000 0.60 -5.301000 0.526269 2 
L J 1.000000 0.800000 4.500000 1.000000 0.950000 0.975000 0.60 -5.171000 0.552944 2 
L J 1.000000 0.600000 1.800000 1.000000 0.950000 0.975000 0.60 -4.293000 0.526612 2 
L J 1.000000 0.600000 2.000000 1.000000 0.950000 0.975000 0.60 -4.690000 0.526475 2 
L J 1.000000 0.600000 2.500000 1.000000 0.950000 0.975000 0.60 -4.293000 0.551288 2 
L J 1.000000 0.600000 3.000000 1.000000 0.950000 0.975000 0.60 -6.000000 0.550008 2 
L J 1.000000 0.600000 3.500000 1.000000 0.950000 0.975000 0.60 -4.670000 0.560921 2 
L J 1.000000 0.600000 4.000000 1.000000 0.950000 0.975000 0.60 -6.000000 0.578722 2 
L J 1.000000 0.400000 1.600000 1.000000 0.950000 0.975000 0.60 -5.291000 0.538011 2 
L J 1.000000 0.400000 1.800000 1.000000 0.950000 0.975000 0.60 -6.000000 0.554783 2 
L J 1.000000 0.400000 2.250000 1.000000 0.950000 0.975000 0.60 -6.000000 0.557987 2 
L J 1.000000 0.400000 2.750000 1.000000 0.950000 0.975000 0.60 -6.000000 0.572549 2 
L J 1.000000 0.400000 3.250000 1.000000 0.950000 0.975000 0.60 -6.000000 0.569538 2 
L J 1.000000 0.400000 3.500000 1.000000 0.950000 0.975000 0.60 -6.000000 0.562373 2 
L J 1.000000 0.300000 1.500000 1.000000 0.950000 0.975000 0.60 -6.000000 0.552844 2 
L J 1.000000 0.300000 1.750000 1.000000 0.950000 0.975000 0.60 -6.000000 0.553198 2 
L J 1.000000 0.300000 2.250000 1.000000 0.950000 0.975000 0.60 -6.000000 0.595357 2 
L J 1.000000 0.300000 2.750000 1.000000 0.950000 0.975000 0.60 -6.000000 0.590463 2 
L J 1.000000 0.300000 3.250000 1.000000 0.950000 0.975000 0.60 -6.000000 0.556934 2 
L J 1.000000 0.200000 1.500000 1.000000 0.950000 0.975000 0.60 -6.000000 0.573920 2 
L J 1.000000 0.200000 1.750000 1.000000 0.950000 0.975000 0.60 -6.000000 0.580840 2 
L J 1.000000 0.200000 2.250000 1.000000 0.950000 0.975000 0.60 -6.000000 0.562595 2 
L J 1.000000 0.200000 2.750000 1.000000 0.950000 0.975000 0.60 -6.000000 0.573470 2 
L J 1.000000 0.200000 3.000000 1.000000 0.950000 0.975000 0.60 -6.000000 0.589627 2 
L J 1.000000 0.100000 0.300000 1.000000 0.950000 0.975000 0.60 -3.427000 0.531148 2 
L J 1.000000 0.100000 0.500000 1.000000 0.950000 0.975000 0.60 -6.000000 0.549364 2 
L J 1.000000 0.100000 0.750000 1.000000 0.950000 0.975000 0.60 -6.000000 0.569940 2 
L J 1.000000 0.100000 1.000000 1.000000 0.950000 0.975000 0.60 -6.000000 0.602241 2 
L J 1.000000 0.100000 1.250000 1.000000 0.950000 0.975000 0.60 -6.000000 0.583398 2 
L J 1.000000 0.100000 1.500000 1.000000 0.950000 0.975000 0.60 -6.000000 0.579204 2 
L J 1.000000 0.100000 1.750000 1.000000 0.950000 0.975000 0.60 -6.000000 0.586413 2 
L J 1.000000 0.100000 2.000000 1.000000 0.950000 0.975000 0.60 -6.000000 0.569385 2 
L J 1.000000 0.100000 2.250000 1.000000 0.950000 0.975000 0.60 -6.000000 0.573123 2 
L J 1.000000 0.100000 2.500000 1.000000 0.950000 0.975000 0.60 -6.000000 0.580489 2 
L J 1.000000 0.100000 2.750000 1.000000 0.950000 0.975000 0.60 -6.000000 0.561171 2 
L J 1.000000 0.050000 0.300000 1.000000 0.950000 0.975000 0.60 -3.171000 0.519737 2 
L J 1.000000 0.050000 0.500000 1.000000 0.950000 0.975000 0.60 -6.000000 0.559141 2 
L J 1.000000 0.050000 0.750000 1.000000 0.950000 0.975000 0.60 -6.000000 0.564980 2 
L J 1.000000 0.050000 1.000000 1.000000 0.950000 0.975000 0.60 -6.000000 0.583408 2 
L J 1.000000 0.050000 1.250000 1.000000 0.950000 0.975000 0.60 -6.000000 0.560467 2 
L J 1.000000 0.050000 1.500000 1.000000 0.950000 0.975000 0.60 -6.000000 0.561352 2 
L J 1.000000 0.050000 1.750000 1.000000 0.950000 0.975000 0.60 -6.000000 0.559899 2 
L J 1.000000 0.050000 2.000000 1.000000 0.950000 0.975000 0.60 -6.000000 0.548459 2 
L J 1.000000 0.050000 2.250000 1.000000 0.950000 0.975000 0.60 -6.000000 0.547182 2 
L J 1.000000 0.050000 2.500000 1.000000 0.950000 0.975000 0.60 -6.000000 0.538395 2 
L J 1.000000 0.200000 0.800000 1.000000 0.950000 0.975000 0.70 -6.000000 0.558147 2 
L J 1.000000 0.200000 0.750000 1.000000 0.950000 0.975000 0.70 -6.000000 0.557797 2 
L J 1.000000 0.200000 0.700000 1.000000 0.950000 0.975000 0.70 -6.000000 0.561034 2 
L J 1.000000 0.200000 0.650000 1.000000 0.950000 0.975000 0.70 -6.000000 0.555398 2 
L J 1.000000 0.200000 0.600000 1.000000 0.950000 0.975000 0.70 -6.000000 0.531889 2 
L J 1.000000 0.200000 0.500000 1.000000 0.950000 0.975000 0.70 -6.000000 0.526864 2 
L J 1.000000 0.250000 0.900000 1.000000 0.950000 0.975000 0.70 -6.000000 0.556070 2 
L J 1.000000 0.250000 0.850000 1.000000 0.950000 0.975000 0.70 -6.000000 0.555243 2 
L J 1.000000 0.250000 0.800000 1.000000 0.950000 0.975000 0.70 -6.000000 0.556175 2 
L J 1.000000 0.250000 0.750000 1.000000 0.950000 0.975000 0.70 -6.000000 0.526092 2 
L J 1.000000 0.250000 0.700000 1.000000 0.950000 0.975000 0.70 -6.000000 0.526771 2 
L J 1.000000 0.250000 0.650000 1.000000 0.950000 0.975000 0.70 -6.000000 0.537813 2 
L J 1.000000 0.250000 0.600000 1.000000 0.950000 0.975000 0.70 -6.000000 0.506158 2 
L J 1.000000 0.250000 0.550000 1.000000 0.950000 0.975000 0.70 -6.000000 0.534244 2 
L J 1.000000 0.300000 0.950000 1.000000 0.950000 0.975000 0.70 -6.000000 0.556531 2 
L J 1.000000 0.300000 0.900000 1.000000 0.950000 0.975000 0.70 -6.000000 0.554451 2 
L J 1.000000 0.300000 0.850000 1.000000 0.950000 0.975000 0.70 -6.000000 0.530443 2 
L J 1.000000 0.300000 0.800000 1.000000 0.950000 0.975000 0.70 -6.000000 0.552142 2 
L J 1.000000 0.300000 0.750000 1.000000 0.950000 0.975000 0.70 -6.000000 0.532739 2 
L J 1.000000 0.300000 0.700000 1.000000 0.950000 0.975000 0.70 -6.000000 0.523408 2 
L J 1.000000 0.300000 0.600000 1.000000 0.950000 0.975000 0.70 -6.000000 0.529680 2 
L J 1.000000 0.300000 0.550000 1.000000 0.950000 0.975000 0.70 -6.000000 0.515070 2 
L J 1.000000 0.350000 0.950000 1.000000 0.950000 0.975000 0.70 -6.000000 0.537539 2 
L J 1.000000 0.350000 0.900000 1.000000 0.950000 0.975000 0.70 -6.000000 0.527974 2 
L J 1.000000 0.350000 0.850000 1.000000 0.950000 0.975000 0.70 -6.000000 0.529966 2 
L J 1.000000 0.350000 0.800000 1.000000 0.950000 0.975000 0.70 -6.000000 0.518911 2 
L J 1.000000 0.350000 0.750000 1.000000 0.950000 0.975000 0.70 -6.000000 0.526590 2 
L J 1.000000 0.350000 0.700000 1.000000 0.950000 0.975000 0.70 -6.000000 0.525877 2 
L J 1.000000 0.350000 0.650000 1.000000 0.950000 0.975000 0.70 -6.000000 0.506019 2 
L J 1.000000 0.350000 0.600000 1.000000 0.950000 0.975000 0.70 -6.000000 0.508467 2 
L J 1.000000 0.400000 1.000000 1.000000 0.950000 0.975000 0.70 -6.000000 0.551366 2 
L J 1.000000 0.400000 0.850000 1.000000 0.950000 0.975000 0.70 -6.000000 0.531071 2 
L J 1.000000 0.400000 0.800000 1.000000 0.950000 0.975000 0.70 -6.000000 0.531957 2 
L J 1.000000 0.400000 0.750000 1.000000 0.950000 0.975000 0.70 -4.301000 0.507445 2 
L J 1.000000 0.400000 0.700000 1.000000 0.950000 0.975000 0.70 -6.000000 0.509516 2 
L J 1.000000 0.400000 0.650000 1.000000 0.950000 0.975000 0.70 -4.237000 0.500242 2 
L J 1.000000 0.400000 0.600000 1.000000 0.950000 0.975000 0.70 -3.548000 0.497276 2 
L J 1.000000 0.450000 0.900000 1.000000 0.950000 0.975000 0.70 -6.000000 0.505093 2 
L J 1.000000 0.450000 0.850000 1.000000 0.950000 0.975000 0.70 -6.000000 0.517523 2 
L J 1.000000 0.450000 0.800000 1.000000 0.950000 0.975000 0.70 -3.732000 0.479188 2 
L J 1.000000 0.450000 0.750000 1.000000 0.950000 0.975000 0.70 -4.285000 0.521043 2 
L J 1.000000 0.450000 0.700000 1.000000 0.950000 0.975000 0.70 -3.572000 0.488510 2 
L J 1.000000 0.450000 0.650000 1.000000 0.950000 0.975000 0.70 -3.540000 0.496463 2 
L J 1.000000 0.500000 0.900000 1.000000 0.950000 0.975000 0.70 -3.580000 0.503687 2 
L J 1.000000 0.500000 0.800000 1.000000 0.950000 0.975000 0.70 -3.780000 0.486099 2 
L J 1.000000 0.500000 0.700000 1.000000 0.950000 0.975000 0.70 -3.660000 0.473481 2 
L J 1.000000 0.600000 1.000000 1.000000 0.950000 0.975000 0.70 -3.740000 0.492891 2 
L J 1.000000 0.700000 1.000000 1.000000 0.950000 0.975000 0.70 -2.730000 0.488172 2 
L J 1.000000 0.700000 0.900000 1.000000 0.950000 0.975000 0.70 -2.818000 0.478293 2 
L J 1.000000 0.700000 0.800000 1.000000 0.950000 0.975000 0.70 -3.059000 0.474948 2 
L J 1.000000 0.800000 1.100000 1.000000 0.950000 0.975000 0.70 -2.682000 0.501054 2 
L J 1.000000 0.800000 1.000000 1.000000 0.950000 0.975000 0.70 -3.010000 0.455523 2 
L J 1.000000 0.800000 0.900000 1.000000 0.950000 0.975000 0.70 -2.417000 0.473774 2 
L J 1.000000 0.800000 0.800000 1.000000 0.950000 0.975000 0.70 -2.754000 0.460908 2 
L J 1.000000 0.900000 0.900000 1.000000 0.950000 0.975000 0.70 -2.449000 0.457832 2 
L J 1.000000 1.000000 1.200000 1.000000 0.950000 0.975000 0.70 -2.417000 0.478808 2 
L J 1.000000 1.000000 1.100000 1.000000 0.950000 0.975000 0.70 -2.417000 0.467293 2 
L J 1.000000 1.000000 1.000000 1.000000 0.950000 0.975000 0.70 -2.401000 0.422255 2 
L J 1.000000 1.000000 0.900000 1.000000 0.950000 0.975000 0.70 -2.754000 0.460115 2 
L J 1.000000 1.000000 0.400000 1.000000 0.950000 0.975000 0.70 -2.369000 0.432152 2 
L J 1.000000 1.000000 0.500000 1.000000 0.950000 0.975000 0.70 -2.377000 0.436276 2 
L J 1.000000 1.000000 0.600000 1.000000 0.950000 0.975000 0.70 -2.233000 0.436525 2 
L J 1.000000 1.000000 0.700000 1.000000 0.950000 0.975000 0.70 -2.369000 0.418746 2 
L J 1.000000 1.000000 0.800000 1.000000 0.950000 0.975000 0.70 -2.393000 0.431937 2 
L J 1.000000 1.000000 1.300000 1.000000 0.950000 0.975000 0.70 -2.786000 0.486889 2 
L J 1.000000 1.000000 1.400000 1.000000 0.950000 0.975000 0.70 -2.818000 0.456867 2 
L J 1.000000 1.000000 1.500000 1.000000 0.950000 0.975000 0.70 -2.946000 0.482608 2 
L J 1.000000 1.000000 1.600000 1.000000 0.950000 0.975000 0.70 -3.211000 0.497718 2 
L J 1.000000 1.000000 1.700000 1.000000 0.950000 0.975000 0.70 -3.540000 0.503590 2 
L J 1.000000 1.000000 1.800000 1.000000 0.950000 0.975000 0.70 -3.620000 0.502142 2 
L J 1.000000 1.000000 1.900000 1.000000 0.950000 0.975000 0.70 -3.475000 0.488754 2 
L J 1.000000 1.000000 2.000000 1.000000 0.950000 0.975000 0.70 -4.109000 0.510756 2 
L J 1.000000 0.900000 0.400000 1.000000 0.950000 0.975000 0.70 -2.409000 0.445618 2 
L J 1.000000 0.900000 0.500000 1.000000 0.950000 0.975000 0.70 -2.321000 0.425178 2 
L J 1.000000 0.900000 0.600000 1.000000 0.950000 0.975000 0.70 -2.377000 0.439851 2 
L J 1.000000 0.900000 0.700000 1.000000 0.950000 0.975000 0.70 -2.233000 0.450397 2 
L J 1.000000 0.900000 0.800000 1.000000 0.950000 0.975000 0.70 -2.393000 0.429405 2 
L J 1.000000 0.900000 1.000000 1.000000 0.950000 0.975000 0.70 -2.586000 0.449236 2 
L J 1.000000 0.900000 1.100000 1.000000 0.950000 0.975000 0.70 -3.002000 0.479985 2 
L J 1.000000 0.900000 1.200000 1.000000 0.950000 0.975000 0.70 -2.473000 0.426493 2 
L J 1.000000 0.900000 1.300000 1.000000 0.950000 0.975000 0.70 -2.546000 0.493011 2 
L J 1.000000 0.900000 1.400000 1.000000 0.950000 0.975000 0.70 -2.834000 0.501682 2 
L J 1.000000 0.900000 1.500000 1.000000 0.950000 0.975000 0.70 -3.091000 0.490746 2 
L J 1.000000 0.900000 1.600000 1.000000 0.950000 0.975000 0.70 -3.644000 0.506850 2 
L J 1.000000 0.900000 1.700000 1.000000 0.950000 0.975000 0.70 -3.668000 0.509649 2 
L J 1.000000 0.900000 1.800000 1.000000 0.950000 0.975000 0.70 -4.045000 0.501954 2 
L J 1.000000 0.900000 1.900000 1.000000 0.950000 0.975000 0.70 -4.181000 0.522246 2 
L J 1.000000 0.800000 0.400000 1.000000 0.950000 0.975000 0.70 -2.546000 0.464022 2 
L J 1.000000 0.800000 0.500000 1.000000 0.950000 0.975000 0.70 -2.706000 0.451381 2 
L J 1.000000 0.800000 0.600000 1.000000 0.950000 0.975000 0.70 -2.513000 0.469639 2 
L J 1.000000 0.800000 0.700000 1.000000 0.950000 0.975000 0.70 -2.449000 0.460427 2 
L J 1.000000 0.800000 1.200000 1.000000 0.950000 0.975000 0.70 -2.890000 0.485024 2 
L J 1.000000 0.800000 1.300000 1.000000 0.950000 0.975000 0.70 -2.738000 0.492205 2 
L J 1.000000 0.800000 1.400000 1.000000 0.950000 0.975000 0.70 -3.179000 0.515949 2 
L J 1.000000 0.800000 1.500000 1.000000 0.950000 0.975000 0.70 -3.548000 0.517309 2 
L J 1.000000 0.800000 1.600000 1.000000 0.950000 0.975000 0.70 -3.195000 0.516116 2 
L J 1.000000 0.800000 1.700000 1.000000 0.950000 0.975000 0.70 -6.000000 0.522415 2 
L J 1.000000 0.800000 1.800000 1.000000 0.950000 0.975000 0.70 -6.000000 0.526784 2 
L J 1.000000 0.700000 0.400000 1.000000 0.950000 0.975000 0.70 -2.690000 0.443862 2 
L J 1.000000 0.700000 0.500000 1.000000 0.950000 0.975000 0.70 -2.417000 0.419889 2 
L J 1.000000 0.700000 0.600000 1.000000 0.950000 0.975000 0.70 -2.361000 0.435947 2 
L J 1.000000 0.700000 0.700000 1.000000 0.950000 0.975000 0.70 -3.026000 0.473231 2 
L J 1.000000 0.700000 1.100000 1.000000 0.950000 0.975000 0.70 -3.171000 0.495136 2 
L J 1.000000 0.700000 1.200000 1.000000 0.950000 0.975000 0.70 -3.010000 0.527259 2 
L J 1.000000 0.700000 1.300000 1.000000 0.950000 0.975000 0.70 -3.668000 0.495520 2 
L J 1.000000 0.700000 1.400000 1.000000 0.950000 0.975000 0.70 -3.636000 0.518479 2 
L J 1.000000 0.700000 1.500000 1.000000 0.950000 0.975000 0.70 -4.285000 0.517316 2 
L J 1.000000 0.700000 1.600000 1.000000 0.950000 0.975000 0.70 -6.000000 0.517441 2 
L J 1.000000 0.700000 1.700000 1.000000 0.950000 0.975000 0.70 -6.000000 0.530934 2 
L J 1.000000 0.600000 0.300000 1.000000 0.950000 0.975000 0.70 -2.513000 0.428124 2 
L J 1.000000 0.600000 0.400000 1.000000 0.950000 0.975000 0.70 -2.754000 0.451109 2 
L J 1.000000 0.600000 0.500000 1.000000 0.950000 0.975000 0.70 -2.409000 0.474552 2 
L J 1.000000 0.600000 0.600000 1.000000 0.950000 0.975000 0.70 -3.002000 0.450758 2 
L J 1.000000 0.600000 0.700000 1.000000 0.950000 0.975000 0.70 -2.874000 0.490472 2 
L J 1.000000 0.600000 0.800000 1.000000 0.950000 0.975000 0.70 -3.059000 0.483836 2 
L J 1.000000 0.600000 0.900000 1.000000 0.950000 0.975000 0.70 -3.179000 0.501522 2 
L J 1.000000 0.600000 1.100000 1.000000 0.950000 0.975000 0.70 -3.788000 0.505992 2 
L J 1.000000 0.600000 1.200000 1.000000 0.950000 0.975000 0.70 -6.000000 0.523371 2 
L J 1.000000 0.600000 1.300000 1.000000 0.950000 0.975000 0.70 -6.000000 0.503290 2 
L J 1.000000 0.600000 1.400000 1.000000 0.950000 0.975000 0.70 -6.000000 0.532250 2 
L J 1.000000 0.600000 1.500000 1.000000 0.950000 0.975000 0.70 -6.000000 0.528111 2 
L J 1.000000 0.600000 1.600000 1.000000 0.950000 0.975000 0.70 -6.000000 0.540016 2 
L J 1.000000 0.500000 0.300000 1.000000 0.950000 0.975000 0.70 -2.722000 0.461037 2 
L J 1.000000 0.500000 0.400000 1.000000 0.950000 0.975000 0.70 -2.730000 0.480738 2 
L J 1.000000 0.500000 0.500000 1.000000 0.950000 0.975000 0.70 -3.067000 0.466146 2 
L J 1.000000 0.500000 0.600000 1.000000 0.950000 0.975000 0.70 -3.427000 0.481820 2 
L J 1.000000 0.500000 1.000000 1.000000 0.950000 0.975000 0.70 -6.000000 0.523852 2 
L J 1.000000 0.500000 1.100000 1.000000 0.950000 0.975000 0.70 -6.000000 0.523879 2 
L J 1.000000 0.500000 1.200000 1.000000 0.950000 0.975000 0.70 -6.000000 0.532791 2 
L J 1.000000 0.500000 1.300000 1.000000 0.950000 0.975000 0.70 -6.000000 0.530392 2 
L J 1.000000 0.500000 1.400000 1.000000 0.950000 0.975000 0.70 -6.000000 0.533450 2 
L J 1.000000 0.500000 1.500000 1.000000 0.950000 0.975000 0.70 -6.000000 0.550568 2 
L J 1.000000 0.400000 0.300000 1.000000 0.950000 0.975000 0.70 -2.850000 0.480810 2 
L J 1.000000 0.400000 0.400000 1.000000 0.950000 0.975000 0.70 -3.010000 0.481469 2 
L J 1.000000 0.400000 0.500000 1.000000 0.950000 0.975000 0.70 -3.331000 0.485919 2 
L J 1.000000 0.400000 0.900000 1.000000 0.950000 0.975000 0.70 -6.000000 0.513841 2 
L J 1.000000 0.400000 1.100000 1.000000 0.950000 0.975000 0.70 -6.000000 0.526187 2 
L J 1.000000 0.400000 1.200000 1.000000 0.950000 0.975000 0.70 -6.000000 0.534669 2 
L J 1.000000 0.400000 1.300000 1.000000 0.950000 0.975000 0.70 -6.000000 0.562407 2 
L J 1.000000 0.400000 1.400000 1.000000 0.950000 0.975000 0.70 -6.000000 0.552490 2 
L J 1.000000 0.300000 0.300000 1.000000 0.950000 0.975000 0.70 -3.018000 0.477206 2 
L J 1.000000 0.300000 0.400000 1.000000 0.950000 0.975000 0.70 -3.379000 0.485475 2 
L J 1.000000 0.300000 0.500000 1.000000 0.950000 0.975000 0.70 -3.572000 0.513277 2 
L J 1.000000 0.300000 1.000000 1.000000 0.950000 0.975000 0.70 -6.000000 0.566343 2 
L J 1.000000 0.300000 1.100000 1.000000 0.950000 0.975000 0.70 -6.000000 0.552307 2 
L J 1.000000 0.300000 1.200000 1.000000 0.950000 0.975000 0.70 -6.000000 0.563262 2 
L J 1.000000 0.300000 1.300000 1.000000 0.950000 0.975000 0.70 -6.000000 0.573771 2 
L J 1.000000 0.200000 0.300000 1.000000 0.950000 0.975000 0.70 -3.187000 0.499820 2 
L J 1.000000 0.200000 0.400000 1.000000 0.950000 0.975000 0.70 -3.507000 0.503083 2 
L J 1.000000 0.200000 0.900000 1.000000 0.950000 0.975000 0.70 -6.000000 0.562761 2 
L J 1.000000 0.200000 1.000000 1.000000 0.950000 0.975000 0.70 -6.000000 0.574951 2 
L J 1.000000 0.200000 1.100000 1.000000 0.950000 0.975000 0.70 -6.000000 0.572338 2 
L J 1.000000 0.200000 1.200000 1.000000 0.950000 0.975000 0.70 -6.000000 0.585860 2 
L J 1.000000 1.000000 2.250000 1.000000 0.950000 0.975000 0.70 -4.165000 0.531144 2 
L J 1.000000 1.000000 2.500000 1.000000 0.950000 0.975000 0.70 -4.285000 0.512073 2 
L J 1.000000 1.000000 3.000000 1.000000 0.950000 0.975000 0.70 -6.000000 0.544189 2 
L J 1.000000 1.000000 3.500000 1.000000 0.950000 0.975000 0.70 -6.000000 0.567327 2 
L J 1.000000 1.000000 4.000000 1.000000 0.950000 0.975000 0.70 -6.000000 0.574007 2 
L J 1.000000 1.000000 4.500000 1.000000 0.950000 0.975000 0.70 -6.000000 0.581979 2 
L J 1.000000 1.000000 5.000000 1.000000 0.950000 0.975000 0.70 -6.000000 0.558261 2 
L J 1.000000 0.800000 2.000000 1.000000 0.950000 0.975000 0.70 -6.000000 0.527657 2 
L J 1.000000 0.800000 2.250000 1.000000 0.950000 0.975000 0.70 -6.000000 0.529440 2 
L J 1.000000 0.800000 2.750000 1.000000 0.950000 0.975000 0.70 -6.000000 0.564981 2 
L J 1.000000 0.800000 3.250000 1.000000 0.950000 0.975000 0.70 -4.301000 0.548867 2 
L J 1.000000 0.800000 3.750000 1.000000 0.950000 0.975000 0.70 -6.000000 0.584516 2 
L J 1.000000 0.800000 4.250000 1.000000 0.950000 0.975000 0.70 -6.000000 0.564773 2 
L J 1.000000 0.800000 4.500000 1.000000 0.950000 0.975000 0.70 -6.000000 0.567751 2 
L J 1.000000 0.600000 1.800000 1.000000 0.950000 0.975000 0.70 -6.000000 0.519554 2 
L J 1.000000 0.600000 2.000000 1.000000 0.950000 0.975000 0.70 -6.000000 0.554050 2 
L J 1.000000 0.600000 2.500000 1.000000 0.950000 0.975000 0.70 -6.000000 0.552192 2 
L J 1.000000 0.600000 3.000000 1.000000 0.950000 0.975000 0.70 -6.000000 0.572740 2 
L J 1.000000 0.600000 3.500000 1.000000 0.950000 0.975000 0.70 -6.000000 0.600924 2 
L J 1.000000 0.600000 4.000000 1.000000 0.950000 0.975000 0.70 -6.000000 0.575418 2 
L J 1.000000 0.400000 1.600000 1.000000 0.950000 0.975000 0.70 -6.000000 0.561540 2 
L J 1.000000 0.400000 1.800000 1.000000 0.950000 0.975000 0.70 -6.000000 0.568176 2 
L J 1.000000 0.400000 2.250000 1.000000 0.950000 0.975000 0.70 -6.000000 0.570353 2 
L J 1.000000 0.400000 2.750000 1.000000 0.950000 0.975000 0.70 -6.000000 0.584753 2 
L J 1.000000 0.400000 3.250000 1.000000 0.950000 0.975000 0.70 -6.000000 0.581530 2 
L J 1.000000 0.400000 3.500000 1.000000 0.950000 0.975000 0.70 -6.000000 0.600488 2 
L J 1.000000 0.300000 1.500000 1.000000 0.950000 0.975000 0.70 -6.000000 0.571026 2 
L J 1.000000 0.300000 1.750000 1.000000 0.950000 0.975000 0.70 -6.000000 0.574360 2 
L J 1.000000 0.300000 2.250000 1.000000 0.950000 0.975000 0.70 -6.000000 0.591854 2 
L J 1.000000 0.300000 2.750000 1.000000 0.950000 0.975000 0.70 -6.000000 0.602055 2 
L J 1.000000 0.300000 3.250000 1.000000 0.950000 0.975000 0.70 -6.000000 0.600058 2 
L J 1.000000 0.200000 1.500000 1.000000 0.950000 0.975000 0.70 -6.000000 0.586642 2 
L J 1.000000 0.200000 1.750000 1.000000 0.950000 0.975000 0.70 -6.000000 0.613036 2 
L J 1.000000 0.200000 2.250000 1.000000 0.950000 0.975000 0.70 -6.000000 0.593105 2 
L J 1.000000 0.200000 2.750000 1.000000 0.950000 0.975000 0.70 -6.000000 0.605390 2 
L J 1.000000 0.200000 3.000000 1.000000 0.950000 0.975000 0.70 -6.000000 0.608545 2 
L J 1.000000 0.100000 0.300000 1.000000 0.950000 0.975000 0.70 -3.259000 0.523868 2 
L J 1.000000 0.100000 0.500000 1.000000 0.950000 0.975000 0.70 -6.000000 0.542644 2 
L J 1.000000 0.100000 0.750000 1.000000 0.950000 0.975000 0.70 -6.000000 0.565257 2 
L J 1.000000 0.100000 1.000000 1.000000 0.950000 0.975000 0.70 -6.000000 0.592477 2 
L J 1.000000 0.100000 1.250000 1.000000 0.950000 0.975000 0.70 -6.000000 0.602662 2 
L J 1.000000 0.100000 1.500000 1.000000 0.950000 0.975000 0.70 -6.000000 0.610508 2 
L J 1.000000 0.100000 1.750000 1.000000 0.950000 0.975000 0.70 -6.000000 0.580469 2 
L J 1.000000 0.100000 2.000000 1.000000 0.950000 0.975000 0.70 -6.000000 0.585823 2 
L J 1.000000 0.100000 2.250000 1.000000 0.950000 0.975000 0.70 -6.000000 0.589173 2 
L J 1.000000 0.100000 2.500000 1.000000 0.950000 0.975000 0.70 -6.000000 0.600200 2 
L J 1.000000 0.100000 2.750000 1.000000 0.950000 0.975000 0.70 -6.000000 0.577029 2 
L J 1.000000 0.050000 0.300000 1.000000 0.950000 0.975000 0.70 -3.227000 0.524476 2 
L J 1.000000 0.050000 0.500000 1.000000 0.950000 0.975000 0.70 -6.000000 0.564957 2 
L J 1.000000 0.050000 0.750000 1.000000 0.950000 0.975000 0.70 -6.000000 0.585119 2 
L J 1.000000 0.050000 1.000000 1.000000 0.950000 0.975000 0.70 -6.000000 0.585614 2 
L J 1.000000 0.050000 1.250000 1.000000 0.950000 0.975000 0.70 -6.000000 0.574783 2 
L J 1.000000 0.050000 1.500000 1.000000 0.950000 0.975000 0.70 -6.000000 0.576988 2 
L J 1.000000 0.050000 1.750000 1.000000 0.950000 0.975000 0.70 -6.000000 0.578709 2 
L J 1.000000 0.050000 2.000000 1.000000 0.950000 0.975000 0.70 -6.000000 0.565483 2 
L J 1.000000 0.050000 2.250000 1.000000 0.950000 0.975000 0.70 -6.000000 0.571448 2 
L J 1.000000 0.050000 2.500000 1.000000 0.950000 0.975000 0.70 -6.000000 0.559460 2 
L J 1.000000 0.200000 0.800000 1.000000 0.950000 0.975000 0.80 -6.000000 0.545778 2 
L J 1.000000 0.200000 0.750000 1.000000 0.950000 0.975000 0.80 -6.000000 0.540036 2 
L J 1.000000 0.200000 0.700000 1.000000 0.950000 0.975000 0.80 -6.000000 0.537421 2 
L J 1.000000 0.200000 0.650000 1.000000 0.950000 0.975000 0.80 -6.000000 0.553629 2 
L J 1.000000 0.200000 0.600000 1.000000 0.950000 0.975000 0.80 -6.000000 0.542254 2 
L J 1.000000 0.200000 0.500000 1.000000 0.950000 0.975000 0.80 -6.000000 0.522462 2 
