A B eAA eBB eAB rAA rBB rAB fB logRc W group
L J 1.000000 0.800000 0.800000 1.000000 0.950000 0.975000 0.10 -2.401000 0.434320 2 
L J 1.000000 0.900000 0.900000 1.000000 0.950000 0.975000 0.10 -2.185000 0.435033 2 
L J 1.000000 1.000000 1.200000 1.000000 0.950000 0.975000 0.10 -2.361000 0.382508 2 
L J 1.000000 1.000000 1.100000 1.000000 0.950000 0.975000 0.10 -2.249000 0.449174 2 
L J 1.000000 1.000000 1.000000 1.000000 0.950000 0.975000 0.10 -2.193000 0.432620 2 
L J 1.000000 1.000000 0.900000 1.000000 0.950000 0.975000 0.10 -2.377000 0.430720 2 
L J 1.000000 1.000000 0.400000 1.000000 0.950000 0.975000 0.10 -2.433000 0.452096 2 
L J 1.000000 1.000000 0.500000 1.000000 0.950000 0.975000 0.10 -2.594000 0.428494 2 
L J 1.000000 1.000000 0.600000 1.000000 0.950000 0.975000 0.10 -2.497000 0.449505 2 
L J 1.000000 1.000000 0.700000 1.000000 0.950000 0.975000 0.10 -2.369000 0.439176 2 
L J 1.000000 1.000000 0.800000 1.000000 0.950000 0.975000 0.10 -2.281000 0.395624 2 
L J 1.000000 1.000000 1.300000 1.000000 0.950000 0.975000 0.10 -2.121000 0.339667 2 
L J 1.000000 1.000000 1.400000 1.000000 0.950000 0.975000 0.10 -2.417000 0.445729 2 
L J 1.000000 1.000000 1.500000 1.000000 0.950000 0.975000 0.10 -1.808000 0.190387 2 
L J 1.000000 1.000000 1.600000 1.000000 0.950000 0.975000 0.10 -2.289000 0.416661 2 
L J 1.000000 1.000000 1.700000 1.000000 0.950000 0.975000 0.10 -2.297000 0.388970 2 
L J 1.000000 1.000000 1.800000 1.000000 0.950000 0.975000 0.10 -2.377000 0.423370 2 
L J 1.000000 1.000000 1.900000 1.000000 0.950000 0.975000 0.10 -2.145000 0.422429 2 
L J 1.000000 1.000000 2.000000 1.000000 0.950000 0.975000 0.10 -2.345000 0.395642 2 
L J 1.000000 0.900000 0.400000 1.000000 0.950000 0.975000 0.10 -2.417000 0.447856 2 
L J 1.000000 0.900000 0.500000 1.000000 0.950000 0.975000 0.10 -2.489000 0.426040 2 
L J 1.000000 0.900000 0.600000 1.000000 0.950000 0.975000 0.10 -2.249000 0.418367 2 
L J 1.000000 0.900000 0.700000 1.000000 0.950000 0.975000 0.10 -2.097000 0.346345 2 
L J 1.000000 0.900000 0.800000 1.000000 0.950000 0.975000 0.10 -2.345000 0.442087 2 
L J 1.000000 0.900000 1.000000 1.000000 0.950000 0.975000 0.10 -2.209000 0.421927 2 
L J 1.000000 0.900000 1.100000 1.000000 0.950000 0.975000 0.10 -2.032000 0.363149 2 
L J 1.000000 0.900000 1.200000 1.000000 0.950000 0.975000 0.10 -2.129000 0.460271 2 
L J 1.000000 0.900000 1.300000 1.000000 0.950000 0.975000 0.10 -2.177000 0.353670 2 
L J 1.000000 0.900000 1.400000 1.000000 0.950000 0.975000 0.10 -2.337000 0.438860 2 
L J 1.000000 0.900000 1.500000 1.000000 0.950000 0.975000 0.10 -2.008000 0.402599 2 
L J 1.000000 0.900000 1.600000 1.000000 0.950000 0.975000 0.10 -2.193000 0.440582 2 
L J 1.000000 0.900000 1.700000 1.000000 0.950000 0.975000 0.10 -2.233000 0.427338 2 
L J 1.000000 0.900000 1.800000 1.000000 0.950000 0.975000 0.10 -2.065000 0.385295 2 
L J 1.000000 0.900000 1.900000 1.000000 0.950000 0.975000 0.10 -2.241000 0.427723 2 
L J 1.000000 0.800000 0.400000 1.000000 0.950000 0.975000 0.10 -2.377000 0.442481 2 
L J 1.000000 0.800000 0.500000 1.000000 0.950000 0.975000 0.10 -2.417000 0.462405 2 
L J 1.000000 0.800000 0.600000 1.000000 0.950000 0.975000 0.10 -2.329000 0.450390 2 
L J 1.000000 0.800000 0.700000 1.000000 0.950000 0.975000 0.10 -2.377000 0.455055 2 
L J 1.000000 0.800000 1.200000 1.000000 0.950000 0.975000 0.10 -2.273000 0.431246 2 
L J 1.000000 0.800000 1.300000 1.000000 0.950000 0.975000 0.10 -2.289000 0.335039 2 
L J 1.000000 0.800000 1.400000 1.000000 0.950000 0.975000 0.10 -2.105000 0.435989 2 
L J 1.000000 0.800000 1.500000 1.000000 0.950000 0.975000 0.10 -2.289000 0.461584 2 
L J 1.000000 0.800000 1.600000 1.000000 0.950000 0.975000 0.10 -2.105000 0.442475 2 
L J 1.000000 0.800000 1.700000 1.000000 0.950000 0.975000 0.10 -1.912000 0.186980 2 
L J 1.000000 0.800000 1.800000 1.000000 0.950000 0.975000 0.10 -2.209000 0.411909 2 
L J 1.000000 0.700000 0.400000 1.000000 0.950000 0.975000 0.10 -2.674000 0.466525 2 
L J 1.000000 0.700000 0.500000 1.000000 0.950000 0.975000 0.10 -2.513000 0.454561 2 
L J 1.000000 0.700000 0.600000 1.000000 0.950000 0.975000 0.10 -2.337000 0.470021 2 
L J 1.000000 0.700000 0.700000 1.000000 0.950000 0.975000 0.10 -2.337000 0.432107 2 
L J 1.000000 0.700000 1.100000 1.000000 0.950000 0.975000 0.10 -2.089000 0.395517 2 
L J 1.000000 0.700000 1.200000 1.000000 0.950000 0.975000 0.10 -2.313000 0.345731 2 
L J 1.000000 0.700000 1.300000 1.000000 0.950000 0.975000 0.10 -2.185000 0.415619 2 
L J 1.000000 0.700000 1.400000 1.000000 0.950000 0.975000 0.10 -2.209000 0.420594 2 
L J 1.000000 0.700000 1.500000 1.000000 0.950000 0.975000 0.10 -2.105000 0.387306 2 
L J 1.000000 0.700000 1.600000 1.000000 0.950000 0.975000 0.10 -2.081000 0.338198 2 
L J 1.000000 0.700000 1.700000 1.000000 0.950000 0.975000 0.10 -2.129000 0.371975 2 
L J 1.000000 0.600000 0.300000 1.000000 0.950000 0.975000 0.10 -2.714000 0.441375 2 
L J 1.000000 0.600000 0.400000 1.000000 0.950000 0.975000 0.10 -2.377000 0.458898 2 
L J 1.000000 0.600000 0.500000 1.000000 0.950000 0.975000 0.10 -2.425000 0.467775 2 
L J 1.000000 0.600000 0.600000 1.000000 0.950000 0.975000 0.10 -2.345000 0.454014 2 
L J 1.000000 0.600000 0.700000 1.000000 0.950000 0.975000 0.10 -2.345000 0.445083 2 
L J 1.000000 0.600000 0.800000 1.000000 0.950000 0.975000 0.10 -2.209000 0.451989 2 
L J 1.000000 0.600000 0.900000 1.000000 0.950000 0.975000 0.10 -2.185000 0.435191 2 
L J 1.000000 0.600000 1.100000 1.000000 0.950000 0.975000 0.10 -2.129000 0.399969 2 
L J 1.000000 0.600000 1.200000 1.000000 0.950000 0.975000 0.10 -2.193000 0.441578 2 
L J 1.000000 0.600000 1.300000 1.000000 0.950000 0.975000 0.10 -2.225000 0.380629 2 
L J 1.000000 0.600000 1.400000 1.000000 0.950000 0.975000 0.10 -2.065000 0.317859 2 
L J 1.000000 0.600000 1.500000 1.000000 0.950000 0.975000 0.10 -2.185000 0.427606 2 
L J 1.000000 0.600000 1.600000 1.000000 0.950000 0.975000 0.10 -1.952000 0.302017 2 
L J 1.000000 0.500000 0.300000 1.000000 0.950000 0.975000 0.10 -2.738000 0.447387 2 
L J 1.000000 0.500000 0.400000 1.000000 0.950000 0.975000 0.10 -2.465000 0.404144 2 
L J 1.000000 0.500000 0.500000 1.000000 0.950000 0.975000 0.10 -2.425000 0.435101 2 
L J 1.000000 0.500000 0.600000 1.000000 0.950000 0.975000 0.10 -2.714000 0.466542 2 
L J 1.000000 0.500000 1.000000 1.000000 0.950000 0.975000 0.10 -2.337000 0.429705 2 
L J 1.000000 0.500000 1.100000 1.000000 0.950000 0.975000 0.10 -2.024000 0.344681 2 
L J 1.000000 0.500000 1.200000 1.000000 0.950000 0.975000 0.10 -2.313000 0.380443 2 
L J 1.000000 0.500000 1.300000 1.000000 0.950000 0.975000 0.10 -2.008000 0.402179 2 
L J 1.000000 0.500000 1.400000 1.000000 0.950000 0.975000 0.10 -2.008000 0.426329 2 
L J 1.000000 0.500000 1.500000 1.000000 0.950000 0.975000 0.10 -2.185000 0.398221 2 
L J 1.000000 0.400000 0.300000 1.000000 0.950000 0.975000 0.10 -2.562000 0.453938 2 
L J 1.000000 0.400000 0.400000 1.000000 0.950000 0.975000 0.10 -2.538000 0.452809 2 
L J 1.000000 0.400000 0.500000 1.000000 0.950000 0.975000 0.10 -2.489000 0.422603 2 
L J 1.000000 0.400000 0.900000 1.000000 0.950000 0.975000 0.10 -2.401000 0.416031 2 
L J 1.000000 0.400000 1.100000 1.000000 0.950000 0.975000 0.10 -2.209000 0.403400 2 
L J 1.000000 0.400000 1.200000 1.000000 0.950000 0.975000 0.10 -2.041000 0.397134 2 
L J 1.000000 0.400000 1.300000 1.000000 0.950000 0.975000 0.10 -2.329000 0.401198 2 
L J 1.000000 0.400000 1.400000 1.000000 0.950000 0.975000 0.10 -2.289000 0.439589 2 
L J 1.000000 0.300000 0.300000 1.000000 0.950000 0.975000 0.10 -2.706000 0.468178 2 
L J 1.000000 0.300000 0.400000 1.000000 0.950000 0.975000 0.10 -2.730000 0.444380 2 
L J 1.000000 0.300000 0.500000 1.000000 0.950000 0.975000 0.10 -2.570000 0.466842 2 
L J 1.000000 0.300000 1.000000 1.000000 0.950000 0.975000 0.10 -2.297000 0.298289 2 
L J 1.000000 0.300000 1.100000 1.000000 0.950000 0.975000 0.10 -1.944000 0.153072 2 
L J 1.000000 0.300000 1.200000 1.000000 0.950000 0.975000 0.10 -2.409000 0.413144 2 
L J 1.000000 0.300000 1.300000 1.000000 0.950000 0.975000 0.10 -2.145000 0.422053 2 
L J 1.000000 0.200000 0.300000 1.000000 0.950000 0.975000 0.10 -2.938000 0.467314 2 
L J 1.000000 0.200000 0.400000 1.000000 0.950000 0.975000 0.10 -2.393000 0.440569 2 
L J 1.000000 0.200000 0.900000 1.000000 0.950000 0.975000 0.10 -2.417000 0.465514 2 
L J 1.000000 0.200000 1.000000 1.000000 0.950000 0.975000 0.10 -2.008000 0.410006 2 
L J 1.000000 0.200000 1.100000 1.000000 0.950000 0.975000 0.10 -2.113000 0.417028 2 
L J 1.000000 0.200000 1.200000 1.000000 0.950000 0.975000 0.10 -2.297000 0.449094 2 
L J 1.000000 1.000000 2.250000 1.000000 0.950000 0.975000 0.10 -2.049000 0.234374 2 
L J 1.000000 1.000000 2.500000 1.000000 0.950000 0.975000 0.10 -2.185000 0.391368 2 
L J 1.000000 1.000000 3.000000 1.000000 0.950000 0.975000 0.10 -2.177000 0.421108 2 
L J 1.000000 1.000000 3.500000 1.000000 0.950000 0.975000 0.10 -2.177000 0.443268 2 
L J 1.000000 1.000000 4.000000 1.000000 0.950000 0.975000 0.10 -2.706000 0.470686 2 
L J 1.000000 1.000000 4.500000 1.000000 0.950000 0.975000 0.10 -2.465000 0.469070 2 
L J 1.000000 1.000000 5.000000 1.000000 0.950000 0.975000 0.10 -2.970000 0.504834 2 
L J 1.000000 0.800000 2.000000 1.000000 0.950000 0.975000 0.10 -2.049000 0.320870 2 
L J 1.000000 0.800000 2.250000 1.000000 0.950000 0.975000 0.10 -2.201000 0.431724 2 
L J 1.000000 0.800000 2.750000 1.000000 0.950000 0.975000 0.10 -2.361000 0.454980 2 
L J 1.000000 0.800000 3.250000 1.000000 0.950000 0.975000 0.10 -2.073000 0.427241 2 
L J 1.000000 0.800000 3.750000 1.000000 0.950000 0.975000 0.10 -2.337000 0.483258 2 
L J 1.000000 0.800000 4.250000 1.000000 0.950000 0.975000 0.10 -2.546000 0.457384 2 
L J 1.000000 0.800000 4.500000 1.000000 0.950000 0.975000 0.10 -2.393000 0.479245 2 
L J 1.000000 0.600000 1.800000 1.000000 0.950000 0.975000 0.10 -1.920000 0.285172 2 
L J 1.000000 0.600000 2.000000 1.000000 0.950000 0.975000 0.10 -2.201000 0.453590 2 
L J 1.000000 0.600000 2.500000 1.000000 0.950000 0.975000 0.10 -2.032000 0.394442 2 
L J 1.000000 0.600000 3.000000 1.000000 0.950000 0.975000 0.10 -2.369000 0.453269 2 
L J 1.000000 0.600000 3.500000 1.000000 0.950000 0.975000 0.10 -2.369000 0.443591 2 
L J 1.000000 0.600000 4.000000 1.000000 0.950000 0.975000 0.10 -2.746000 0.491051 2 
L J 1.000000 0.400000 1.600000 1.000000 0.950000 0.975000 0.10 -2.257000 0.407457 2 
L J 1.000000 0.400000 1.800000 1.000000 0.950000 0.975000 0.10 -1.720000 0.242180 2 
L J 1.000000 0.400000 2.250000 1.000000 0.950000 0.975000 0.10 -2.217000 0.447926 2 
L J 1.000000 0.400000 2.750000 1.000000 0.950000 0.975000 0.10 -2.097000 0.465172 2 
L J 1.000000 0.400000 3.250000 1.000000 0.950000 0.975000 0.10 -2.201000 0.439493 2 
L J 1.000000 0.400000 3.500000 1.000000 0.950000 0.975000 0.10 -2.273000 0.442199 2 
L J 1.000000 0.300000 1.500000 1.000000 0.950000 0.975000 0.10 -2.217000 0.422540 2 
L J 1.000000 0.300000 1.750000 1.000000 0.950000 0.975000 0.10 -2.073000 0.281952 2 
L J 1.000000 0.300000 2.250000 1.000000 0.950000 0.975000 0.10 -2.057000 0.242645 2 
L J 1.000000 0.300000 2.750000 1.000000 0.950000 0.975000 0.10 -2.209000 0.394778 2 
L J 1.000000 0.300000 3.250000 1.000000 0.950000 0.975000 0.10 -2.185000 0.429705 2 
L J 1.000000 0.200000 1.500000 1.000000 0.950000 0.975000 0.10 -2.361000 0.432996 2 
L J 1.000000 0.200000 1.750000 1.000000 0.950000 0.975000 0.10 -2.369000 0.434913 2 
L J 1.000000 0.200000 2.250000 1.000000 0.950000 0.975000 0.10 -2.201000 0.409522 2 
L J 1.000000 0.200000 2.750000 1.000000 0.950000 0.975000 0.10 -2.289000 0.435480 2 
L J 1.000000 0.200000 3.000000 1.000000 0.950000 0.975000 0.10 -2.000000 0.327338 2 
L J 1.000000 0.100000 0.300000 1.000000 0.950000 0.975000 0.10 -2.898000 0.468545 2 
L J 1.000000 0.100000 0.500000 1.000000 0.950000 0.975000 0.10 -2.289000 0.480795 2 
L J 1.000000 0.100000 0.750000 1.000000 0.950000 0.975000 0.10 -2.401000 0.469830 2 
L J 1.000000 0.100000 1.000000 1.000000 0.950000 0.975000 0.10 -2.337000 0.428411 2 
L J 1.000000 0.100000 1.250000 1.000000 0.950000 0.975000 0.10 -2.401000 0.417304 2 
L J 1.000000 0.100000 1.500000 1.000000 0.950000 0.975000 0.10 -2.393000 0.450144 2 
L J 1.000000 0.100000 1.750000 1.000000 0.950000 0.975000 0.10 -1.992000 0.309954 2 
L J 1.000000 0.100000 2.000000 1.000000 0.950000 0.975000 0.10 -2.369000 0.378332 2 
L J 1.000000 0.100000 2.250000 1.000000 0.950000 0.975000 0.10 -2.457000 0.357011 2 
L J 1.000000 0.100000 2.500000 1.000000 0.950000 0.975000 0.10 -2.281000 0.434074 2 
L J 1.000000 0.100000 2.750000 1.000000 0.950000 0.975000 0.10 -2.409000 0.451388 2 
L J 1.000000 0.050000 0.300000 1.000000 0.950000 0.975000 0.10 -3.123000 0.455421 2 
L J 1.000000 0.050000 0.500000 1.000000 0.950000 0.975000 0.10 -2.866000 0.442715 2 
L J 1.000000 0.050000 0.750000 1.000000 0.950000 0.975000 0.10 -2.361000 0.458891 2 
L J 1.000000 0.050000 1.000000 1.000000 0.950000 0.975000 0.10 -2.177000 0.439685 2 
L J 1.000000 0.050000 1.250000 1.000000 0.950000 0.975000 0.10 -2.353000 0.465165 2 
L J 1.000000 0.050000 1.500000 1.000000 0.950000 0.975000 0.10 -2.401000 0.418787 2 
L J 1.000000 0.050000 1.750000 1.000000 0.950000 0.975000 0.10 -2.473000 0.448300 2 
L J 1.000000 0.050000 2.000000 1.000000 0.950000 0.975000 0.10 -2.441000 0.388835 2 
L J 1.000000 0.050000 2.250000 1.000000 0.950000 0.975000 0.10 -2.193000 0.447649 2 
L J 1.000000 0.050000 2.500000 1.000000 0.950000 0.975000 0.10 -2.401000 0.434873 2 
L J 1.000000 0.200000 0.800000 1.000000 0.950000 0.975000 0.20 -2.722000 0.451927 2 
L J 1.000000 0.200000 0.750000 1.000000 0.950000 0.975000 0.20 -2.866000 0.483468 2 
L J 1.000000 0.200000 0.700000 1.000000 0.950000 0.975000 0.20 -2.826000 0.474639 2 
L J 1.000000 0.200000 0.650000 1.000000 0.950000 0.975000 0.20 -2.722000 0.465459 2 
L J 1.000000 0.200000 0.600000 1.000000 0.950000 0.975000 0.20 -2.666000 0.476827 2 
L J 1.000000 0.200000 0.500000 1.000000 0.950000 0.975000 0.20 -3.339000 0.471988 2 
L J 1.000000 0.250000 0.900000 1.000000 0.950000 0.975000 0.20 -2.417000 0.459098 2 
L J 1.000000 0.250000 0.850000 1.000000 0.950000 0.975000 0.20 -2.465000 0.455531 2 
L J 1.000000 0.250000 0.800000 1.000000 0.950000 0.975000 0.20 -2.866000 0.450442 2 
L J 1.000000 0.250000 0.750000 1.000000 0.950000 0.975000 0.20 -2.994000 0.453207 2 
L J 1.000000 0.250000 0.700000 1.000000 0.950000 0.975000 0.20 -2.730000 0.483514 2 
L J 1.000000 0.250000 0.650000 1.000000 0.950000 0.975000 0.20 -2.850000 0.470078 2 
L J 1.000000 0.250000 0.600000 1.000000 0.950000 0.975000 0.20 -3.002000 0.481214 2 
L J 1.000000 0.250000 0.550000 1.000000 0.950000 0.975000 0.20 -2.714000 0.494324 2 
L J 1.000000 0.300000 0.950000 1.000000 0.950000 0.975000 0.20 -2.770000 0.475882 2 
L J 1.000000 0.300000 0.900000 1.000000 0.950000 0.975000 0.20 -2.361000 0.438530 2 
L J 1.000000 0.300000 0.850000 1.000000 0.950000 0.975000 0.20 -2.778000 0.413160 2 
L J 1.000000 0.300000 0.800000 1.000000 0.950000 0.975000 0.20 -2.770000 0.465109 2 
L J 1.000000 0.300000 0.750000 1.000000 0.950000 0.975000 0.20 -3.002000 0.445117 2 
L J 1.000000 0.300000 0.700000 1.000000 0.950000 0.975000 0.20 -2.770000 0.469070 2 
L J 1.000000 0.300000 0.600000 1.000000 0.950000 0.975000 0.20 -3.179000 0.478017 2 
L J 1.000000 0.300000 0.550000 1.000000 0.950000 0.975000 0.20 -3.339000 0.469472 2 
L J 1.000000 0.350000 0.950000 1.000000 0.950000 0.975000 0.20 -2.449000 0.458276 2 
L J 1.000000 0.350000 0.900000 1.000000 0.950000 0.975000 0.20 -2.746000 0.435297 2 
L J 1.000000 0.350000 0.850000 1.000000 0.950000 0.975000 0.20 -2.417000 0.477662 2 
L J 1.000000 0.350000 0.800000 1.000000 0.950000 0.975000 0.20 -2.546000 0.464692 2 
L J 1.000000 0.350000 0.750000 1.000000 0.950000 0.975000 0.20 -2.762000 0.472688 2 
L J 1.000000 0.350000 0.700000 1.000000 0.950000 0.975000 0.20 -2.754000 0.438182 2 
L J 1.000000 0.350000 0.650000 1.000000 0.950000 0.975000 0.20 -2.898000 0.482622 2 
L J 1.000000 0.350000 0.600000 1.000000 0.950000 0.975000 0.20 -3.026000 0.470984 2 
L J 1.000000 0.400000 1.000000 1.000000 0.950000 0.975000 0.20 -2.273000 0.315174 2 
L J 1.000000 0.400000 0.850000 1.000000 0.950000 0.975000 0.20 -2.570000 0.447697 2 
L J 1.000000 0.400000 0.800000 1.000000 0.950000 0.975000 0.20 -2.714000 0.455113 2 
L J 1.000000 0.400000 0.750000 1.000000 0.950000 0.975000 0.20 -2.706000 0.445957 2 
L J 1.000000 0.400000 0.700000 1.000000 0.950000 0.975000 0.20 -2.754000 0.430033 2 
L J 1.000000 0.400000 0.650000 1.000000 0.950000 0.975000 0.20 -2.802000 0.472438 2 
L J 1.000000 0.400000 0.600000 1.000000 0.950000 0.975000 0.20 -2.457000 0.465251 2 
L J 1.000000 0.450000 0.900000 1.000000 0.950000 0.975000 0.20 -2.610000 0.470372 2 
L J 1.000000 0.450000 0.850000 1.000000 0.950000 0.975000 0.20 -2.714000 0.446986 2 
L J 1.000000 0.450000 0.800000 1.000000 0.950000 0.975000 0.20 -2.393000 0.472754 2 
L J 1.000000 0.450000 0.750000 1.000000 0.950000 0.975000 0.20 -2.730000 0.479495 2 
L J 1.000000 0.450000 0.700000 1.000000 0.950000 0.975000 0.20 -2.425000 0.461895 2 
L J 1.000000 0.450000 0.650000 1.000000 0.950000 0.975000 0.20 -2.962000 0.463197 2 
L J 1.000000 0.500000 0.900000 1.000000 0.950000 0.975000 0.20 -2.425000 0.412391 2 
L J 1.000000 0.500000 0.800000 1.000000 0.950000 0.975000 0.20 -2.449000 0.432968 2 
L J 1.000000 0.500000 0.700000 1.000000 0.950000 0.975000 0.20 -2.722000 0.462548 2 
L J 1.000000 0.600000 1.000000 1.000000 0.950000 0.975000 0.20 -2.714000 0.465454 2 
L J 1.000000 0.700000 1.000000 1.000000 0.950000 0.975000 0.20 -2.457000 0.419962 2 
L J 1.000000 0.700000 0.900000 1.000000 0.950000 0.975000 0.20 -2.401000 0.425090 2 
L J 1.000000 0.700000 0.800000 1.000000 0.950000 0.975000 0.20 -2.465000 0.431948 2 
L J 1.000000 0.800000 1.100000 1.000000 0.950000 0.975000 0.20 -2.409000 0.429700 2 
L J 1.000000 0.800000 1.000000 1.000000 0.950000 0.975000 0.20 -2.121000 0.454345 2 
L J 1.000000 0.800000 0.900000 1.000000 0.950000 0.975000 0.20 -2.217000 0.462951 2 
L J 1.000000 0.800000 0.800000 1.000000 0.950000 0.975000 0.20 -2.626000 0.450081 2 
L J 1.000000 0.900000 0.900000 1.000000 0.950000 0.975000 0.20 -2.241000 0.470141 2 
L J 1.000000 1.000000 1.200000 1.000000 0.950000 0.975000 0.20 -2.225000 0.447645 2 
L J 1.000000 1.000000 1.100000 1.000000 0.950000 0.975000 0.20 -2.233000 0.322600 2 
L J 1.000000 1.000000 1.000000 1.000000 0.950000 0.975000 0.20 -2.329000 0.453381 2 
L J 1.000000 1.000000 0.900000 1.000000 0.950000 0.975000 0.20 -2.754000 0.449159 2 
L J 1.000000 1.000000 0.400000 1.000000 0.950000 0.975000 0.20 -2.714000 0.440244 2 
L J 1.000000 1.000000 0.500000 1.000000 0.950000 0.975000 0.20 -2.425000 0.475274 2 
L J 1.000000 1.000000 0.600000 1.000000 0.950000 0.975000 0.20 -2.481000 0.483262 2 
L J 1.000000 1.000000 0.700000 1.000000 0.950000 0.975000 0.20 -2.842000 0.456860 2 
L J 1.000000 1.000000 0.800000 1.000000 0.950000 0.975000 0.20 -2.353000 0.464059 2 
L J 1.000000 1.000000 1.300000 1.000000 0.950000 0.975000 0.20 -2.177000 0.437347 2 
L J 1.000000 1.000000 1.400000 1.000000 0.950000 0.975000 0.20 -2.145000 0.430855 2 
L J 1.000000 1.000000 1.500000 1.000000 0.950000 0.975000 0.20 -2.153000 0.403541 2 
L J 1.000000 1.000000 1.600000 1.000000 0.950000 0.975000 0.20 -2.209000 0.451313 2 
L J 1.000000 1.000000 1.700000 1.000000 0.950000 0.975000 0.20 -2.000000 0.342293 2 
L J 1.000000 1.000000 1.800000 1.000000 0.950000 0.975000 0.20 -2.337000 0.356425 2 
L J 1.000000 1.000000 1.900000 1.000000 0.950000 0.975000 0.20 -2.097000 0.386267 2 
L J 1.000000 1.000000 2.000000 1.000000 0.950000 0.975000 0.20 -2.321000 0.428819 2 
L J 1.000000 0.900000 0.400000 1.000000 0.950000 0.975000 0.20 -2.385000 0.468546 2 
L J 1.000000 0.900000 0.500000 1.000000 0.950000 0.975000 0.20 -2.762000 0.451104 2 
L J 1.000000 0.900000 0.600000 1.000000 0.950000 0.975000 0.20 -2.786000 0.464378 2 
L J 1.000000 0.900000 0.700000 1.000000 0.950000 0.975000 0.20 -2.401000 0.457517 2 
L J 1.000000 0.900000 0.800000 1.000000 0.950000 0.975000 0.20 -2.457000 0.418450 2 
L J 1.000000 0.900000 1.000000 1.000000 0.950000 0.975000 0.20 -2.538000 0.451695 2 
L J 1.000000 0.900000 1.100000 1.000000 0.950000 0.975000 0.20 -2.297000 0.445333 2 
L J 1.000000 0.900000 1.200000 1.000000 0.950000 0.975000 0.20 -2.185000 0.440189 2 
L J 1.000000 0.900000 1.300000 1.000000 0.950000 0.975000 0.20 -2.008000 0.427407 2 
L J 1.000000 0.900000 1.400000 1.000000 0.950000 0.975000 0.20 -2.233000 0.449763 2 
L J 1.000000 0.900000 1.500000 1.000000 0.950000 0.975000 0.20 -2.249000 0.266503 2 
L J 1.000000 0.900000 1.600000 1.000000 0.950000 0.975000 0.20 -2.177000 0.418102 2 
L J 1.000000 0.900000 1.700000 1.000000 0.950000 0.975000 0.20 -2.337000 0.387332 2 
L J 1.000000 0.900000 1.800000 1.000000 0.950000 0.975000 0.20 -2.249000 0.392686 2 
L J 1.000000 0.900000 1.900000 1.000000 0.950000 0.975000 0.20 -2.193000 0.398103 2 
L J 1.000000 0.800000 0.400000 1.000000 0.950000 0.975000 0.20 -2.946000 0.461849 2 
L J 1.000000 0.800000 0.500000 1.000000 0.950000 0.975000 0.20 -2.554000 0.462720 2 
L J 1.000000 0.800000 0.600000 1.000000 0.950000 0.975000 0.20 -2.634000 0.447477 2 
L J 1.000000 0.800000 0.700000 1.000000 0.950000 0.975000 0.20 -2.650000 0.451997 2 
L J 1.000000 0.800000 1.200000 1.000000 0.950000 0.975000 0.20 -2.081000 0.177249 2 
L J 1.000000 0.800000 1.300000 1.000000 0.950000 0.975000 0.20 -2.249000 0.399878 2 
L J 1.000000 0.800000 1.400000 1.000000 0.950000 0.975000 0.20 -2.113000 0.408527 2 
L J 1.000000 0.800000 1.500000 1.000000 0.950000 0.975000 0.20 -2.121000 0.346012 2 
L J 1.000000 0.800000 1.600000 1.000000 0.950000 0.975000 0.20 -2.161000 0.449209 2 
L J 1.000000 0.800000 1.700000 1.000000 0.950000 0.975000 0.20 -2.249000 0.407111 2 
L J 1.000000 0.800000 1.800000 1.000000 0.950000 0.975000 0.20 -2.217000 0.385583 2 
L J 1.000000 0.700000 0.400000 1.000000 0.950000 0.975000 0.20 -3.018000 0.478100 2 
L J 1.000000 0.700000 0.500000 1.000000 0.950000 0.975000 0.20 -2.642000 0.465549 2 
